User, Question, Answer
11779,I feel uncomfortable if I have too much control.,50
11779,I deal well with conflicts.,75
11779,I am a non-confrontational person.,50
11779,My family and friends come to support me in my performances.,75
11779,I have a good support system in my family and/or friends.,50
11779,My friends and family want me to succeed with my voice/instrument.,75
11779,My friends and family understand my performance anxiety fully.,50
11779,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11779,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11779,There is a person or there are people who care about me succeeding as much as I do.,75
11779,I have a plan for combating any performance anxiety I might experience.,50
11779,I have a method for coping with stress that works.,75
11779,I plan too much for myself.,50
11779,I am good about setting boundaries and not taking on too much.,75
11779,I have personally experienced performance anxiety in my life.,50
11779,I have personally experienced performance anxiety in the recent past.,75
11779,I used to get nervous  but don't tend to do that anymore.,50
11779,I am an introverted individual.,75
11779,I am an extroverted individual.,50
11779,I fear the future.,75
11779,I am a positive thinker.,50
11779,I'm often negative.,75
11779,Important people will be at my performances.,50
11779,I am embarrassed by my nervousness.,75
11779,My heart is races when I perform.,50
11779,I breathe faster than normal when I perform.,75
11779,I sweat because of anxiety when I perform.,50
11779,I get cold because of anxiety when I perform.,75
11779,I can't get motivated for performances.,50
11779,I am more critical of myself than usual when a performance is imminent.,75
11779,I have trouble staying focused when anticipating a performance.,50
11779,I make more mistakes than I should when anticipating a performance.,75
11779,I imagine the worst when anticipating a performance.,50
11779,My voice is affected by my nervousness during a performance.,75
11779,My teacher doesn't think I perform as well as I should.,50
11779,My peers don't think I perform as well as I should.,75
11779,My family/friends don't think I perform as well as I should.,50
11779,My romantic partner doesn't think I perform as well as I should.,75
11779,My stomach gets upset when I perform.,50
11779,I feel jittery when I perform.,75
11779,I feel uneasy when I perform.,50
11779,During performances I am concerned about the outcome of that performance.,75
11779,I have memory slips because of anxiety when I perform.,50
11779,I have trouble sleeping when anticipating a performance.,75
11779,My eating habits change because of anxiety when anticipating a performance.,50
11779,Anxiety affects the amount of practicing I do.,75
11779,Anxiety affects the quality of my practicing.,50
11779,My sleep habits are affected by anxiety.,75
11779,I become irritable because of anxiety.,50
11779,I drink more alcohol because of anxiety.,75
11779,I use recreational drugs because of anxiety.,50
11779,I procrastinate because of anxiety.,75
11779,My relationships are affected by my anxiety.,50
11779,My general activity level is affected by anxiety.,75
11779,My throat gets dry because of anxiety during performances.,50
11779,I often want to cancel or reschedule my performances because of anxiety.,75
11779,I'd rather be singing/playing in a practice room than in front of people.,50
11779,Nervousness is negatively affecting my musical progress.,75
11779,I am driven to do my best.,50
11779,My quality of performing/singing/playing is consistent.,75
11779,I start new projects with lots of energy.,50
11779,I fear success.,75
11779,I function well at a high energy level.,50
11779,I am able to quiet mental chatter.,75
11779,I frequently imagine the worst.,50
11779,I need to learn how to relax.,75
11779,No matter how much I prepare  something always goes wrong.,50
11780,Staying focused during a performance can be a struggle.,75
11780,I like who I am as a person.,0
11780,I like who I am as a singer/player.,50
11780,I enjoy a competition.,50
11780,My teacher understands my performance anxiety fully.,0
11780,I have memory slips because of anxiety when I perform.,75
11780,I'd rather be singing/playing in a practice room than in front of people.,25
11780,I have perfect/absolute pitch.,75
11780,I have strong relative pitch.,50
11780,I consider myself to be a good musician.,75
11780,I learn music easily.,50
11780,I memorize music easily.,75
11780,My voice/instrument teacher and I have a good relationship.,50
11780,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11780,I am critical of myself in my practicing.,50
11780,I tend to get sick near a performance.,75
11780,I am a generally healthy person.,50
11780,My diet is healthy.,75
11780,I get enough sleep on a regular basis.,50
11780,I exercise regularly.,75
11780,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11780,I deal with stress well.,75
11780,I am stressed more often than I should be.,50
11780,I am a generally anxious person.,75
11780,People who know me would say I am an anxious or stressed person.,50
11780,I feel like I belong at this school/in this career/avocation (related to music).,75
11780,I feel like I belong in my teacher's studio of students.,50
11780,I feel comfortable in my teacher's studio.,75
11780,I feel comfortable performing in front of my musical colleagues.,50
11780,My teacher believes in me and my vocal/instrumental ability.,75
11780,My family believes in me and my vocal/instrumental ability.,50
11780,I believe in myself and my vocal/instrumental ability.,75
11780,My teacher understands my musical goals.,50
11780,My teacher understands who I am as a person.,75
11780,I am a confident singer/player.,50
11780,I am a confident performer.,75
11780,I am easily distractible.,50
11780,I maintain my focus easily when singing/playing.,75
11780,I maintain my focus easily when practicing.,50
11780,I maintain my focus easily when performing.,75
11780,Staying focused during a performance can be a struggle.,50
11780,I believe I will have good audience turnout for my performances.,75
11780,As a child  I was a natural performer.,50
11780,I consider myself to be a natural performer.,75
11780,Those who know me would consider me to be a natural performer.,50
11780,I am sometimes down or depressed.,75
11780,I am often down or depressed.,50
11780,I like who I am as a person.,75
11780,I like who I am as a singer/player.,50
11780,I am a good singer/player.,75
11780,I am a physically attractive person.,50
11780,Others consider me to be a physically attractive person.,75
11780,I have a good relationship with my family.,50
11780,I have good relationships with my friends.,75
11780,If I am in one  I am happy in my romantic relationship.,50
11780,I am content with the frequency of my dating.,75
11780,I have a good relationship with my romantic partner.,50
11780,My romantic partner believes in me and my vocal/instrumental ability.,75
11780,My romantic partner understands my musical goals.,50
11780,My romantic partner understands who I am as a person.,75
11780,My romantic partner supports me in my performances.,50
11780,My romantic partner wants me to succeed with my voice/instrument.,75
11780,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11780,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11780,I sometimes have low self-esteem.,50
11780,I often have low self-esteem.,75
11780,I have other activities I take part in and enjoy besides singing/playing.,50
11780,A career as a professional musician is important to me.,75
11780,Performing music is very important to me.,50
11780,I prefer performances to auditions.,75
11780,Auditions make me nervous.,50
11780,I consider myself to be a perfectionist.,75
11780,Those who know me well would consider me to be a perfectionist.,50
11780,I am a competitive person by nature.,75
11780,I am a competitive person because of my musical/performance plans.,50
11780,I enjoy a challenge.,75
11780,I enjoy a competition.,50
11780,I tend to have anxiety about performances.,75
11780,I tend to have anxiety about auditions.,50
11780,My teacher understands my performance anxiety fully.,75
11780,My romantic partner understands my performance anxiety fully.,50
11780,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11780,I am disheartened by the odds for success as a singer/instrumentalist.,50
11780,I believe that  even if I don't sing/play for a living  I will be happy.,75
11780,Singing/playing is my top priority.,50
11780,Singing/playing is very high on my priority list.,75
11780,I consider myself to be a religious or spiritual person.,50
11780,I regularly attend religious services.,75
11780,I believe that a higher power is looking out for me.,50
11780,I believe that things happen for a reason.,75
11780,I believe that I choose what happens in my own life.,50
11780,I believe that much of my life has already been decided for me.,75
11780,I have complete control over the course my musical career takes.,50
11780,I have too little control over the course my musical career takes.,75
11780,I like to be in control.,50
11780,I feel uncomfortable if I don't have enough control.,75
11780,I feel uncomfortable if I have too much control.,50
11780,I deal well with conflicts.,75
11780,I am a non-confrontational person.,50
11780,My family and friends come to support me in my performances.,75
11780,I have a good support system in my family and/or friends.,50
11780,My friends and family want me to succeed with my voice/instrument.,75
11780,My friends and family understand my performance anxiety fully.,50
11780,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11780,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11780,There is a person or there are people who care about me succeeding as much as I do.,75
11780,I have a plan for combating any performance anxiety I might experience.,50
11780,I have a method for coping with stress that works.,75
11780,I plan too much for myself.,50
11780,I am good about setting boundaries and not taking on too much.,75
11780,I have personally experienced performance anxiety in my life.,50
11780,I have personally experienced performance anxiety in the recent past.,75
11780,I used to get nervous  but don't tend to do that anymore.,50
11780,I am an introverted individual.,75
11780,I am an extroverted individual.,50
11780,I fear the future.,75
11780,I am a positive thinker.,50
11780,I'm often negative.,75
11780,Important people will be at my performances.,50
11780,I am embarrassed by my nervousness.,75
11780,My heart is races when I perform.,50
11780,I breathe faster than normal when I perform.,75
11780,I sweat because of anxiety when I perform.,50
11780,I get cold because of anxiety when I perform.,75
11780,I can't get motivated for performances.,50
11780,I am more critical of myself than usual when a performance is imminent.,75
11780,I have trouble staying focused when anticipating a performance.,50
11780,I make more mistakes than I should when anticipating a performance.,75
11780,I imagine the worst when anticipating a performance.,50
11780,My voice is affected by my nervousness during a performance.,75
11780,My teacher doesn't think I perform as well as I should.,50
11780,My peers don't think I perform as well as I should.,75
11780,My family/friends don't think I perform as well as I should.,50
11780,My romantic partner doesn't think I perform as well as I should.,75
11780,My stomach gets upset when I perform.,50
11780,I feel jittery when I perform.,75
11780,I feel uneasy when I perform.,50
11780,During performances I am concerned about the outcome of that performance.,75
11780,I have memory slips because of anxiety when I perform.,50
11780,I have trouble sleeping when anticipating a performance.,75
11780,My eating habits change because of anxiety when anticipating a performance.,50
11780,Anxiety affects the amount of practicing I do.,75
11780,Anxiety affects the quality of my practicing.,50
11780,My sleep habits are affected by anxiety.,75
11780,I become irritable because of anxiety.,50
11780,I drink more alcohol because of anxiety.,75
11780,I use recreational drugs because of anxiety.,50
11780,I procrastinate because of anxiety.,75
11780,My relationships are affected by my anxiety.,50
11780,My general activity level is affected by anxiety.,75
11780,My throat gets dry because of anxiety during performances.,50
11780,I often want to cancel or reschedule my performances because of anxiety.,75
11780,I'd rather be singing/playing in a practice room than in front of people.,50
11780,Nervousness is negatively affecting my musical progress.,75
11780,I am driven to do my best.,50
11780,My quality of performing/singing/playing is consistent.,75
11780,I start new projects with lots of energy.,50
11780,I fear success.,75
11780,I function well at a high energy level.,50
11780,I am able to quiet mental chatter.,75
11780,I frequently imagine the worst.,50
11780,I need to learn how to relax.,75
11780,No matter how much I prepare  something always goes wrong.,50
11781,I am critical of myself in my practicing.,6
11781,I am a confident singer/player.,25
11781,Those who know me would consider me to be a natural performer.,6
11781,I am a good singer/player.,0
11781,I feel uncomfortable if I don't have enough control.,0
11781,I deal well with conflicts.,25
11781,I can't get motivated for performances.,50
11781,I feel jittery when I perform.,0
11781,I am driven to do my best.,50
11781,I have perfect/absolute pitch.,75
11781,I have strong relative pitch.,50
11781,I consider myself to be a good musician.,75
11781,I learn music easily.,50
11781,I memorize music easily.,75
11781,My voice/instrument teacher and I have a good relationship.,50
11781,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11781,I am critical of myself in my practicing.,50
11781,I tend to get sick near a performance.,75
11781,I am a generally healthy person.,50
11781,My diet is healthy.,75
11781,I get enough sleep on a regular basis.,50
11781,I exercise regularly.,75
11781,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11781,I deal with stress well.,75
11781,I am stressed more often than I should be.,50
11781,I am a generally anxious person.,75
11781,People who know me would say I am an anxious or stressed person.,50
11781,I feel like I belong at this school/in this career/avocation (related to music).,75
11781,I feel like I belong in my teacher's studio of students.,50
11781,I feel comfortable in my teacher's studio.,75
11781,I feel comfortable performing in front of my musical colleagues.,50
11781,My teacher believes in me and my vocal/instrumental ability.,75
11781,My family believes in me and my vocal/instrumental ability.,50
11781,I believe in myself and my vocal/instrumental ability.,75
11781,My teacher understands my musical goals.,50
11781,My teacher understands who I am as a person.,75
11781,I am a confident singer/player.,50
11781,I am a confident performer.,75
11781,I am easily distractible.,50
11781,I maintain my focus easily when singing/playing.,75
11781,I maintain my focus easily when practicing.,50
11781,I maintain my focus easily when performing.,75
11781,Staying focused during a performance can be a struggle.,50
11781,I believe I will have good audience turnout for my performances.,75
11781,As a child  I was a natural performer.,50
11781,I consider myself to be a natural performer.,75
11781,Those who know me would consider me to be a natural performer.,50
11781,I am sometimes down or depressed.,75
11781,I am often down or depressed.,50
11781,I like who I am as a person.,75
11781,I like who I am as a singer/player.,50
11781,I am a good singer/player.,75
11781,I am a physically attractive person.,50
11781,Others consider me to be a physically attractive person.,75
11781,I have a good relationship with my family.,50
11781,I have good relationships with my friends.,75
11781,If I am in one  I am happy in my romantic relationship.,50
11781,I am content with the frequency of my dating.,75
11781,I have a good relationship with my romantic partner.,50
11781,My romantic partner believes in me and my vocal/instrumental ability.,75
11781,My romantic partner understands my musical goals.,50
11781,My romantic partner understands who I am as a person.,75
11781,My romantic partner supports me in my performances.,50
11781,My romantic partner wants me to succeed with my voice/instrument.,75
11781,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11781,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11781,I sometimes have low self-esteem.,50
11781,I often have low self-esteem.,75
11781,I have other activities I take part in and enjoy besides singing/playing.,50
11781,A career as a professional musician is important to me.,75
11781,Performing music is very important to me.,50
11781,I prefer performances to auditions.,75
11781,Auditions make me nervous.,50
11781,I consider myself to be a perfectionist.,75
11781,Those who know me well would consider me to be a perfectionist.,50
11781,I am a competitive person by nature.,75
11781,I am a competitive person because of my musical/performance plans.,50
11781,I enjoy a challenge.,75
11781,I enjoy a competition.,50
11781,I tend to have anxiety about performances.,75
11781,I tend to have anxiety about auditions.,50
11781,My teacher understands my performance anxiety fully.,75
11781,My romantic partner understands my performance anxiety fully.,50
11781,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11781,I am disheartened by the odds for success as a singer/instrumentalist.,50
11781,I believe that  even if I don't sing/play for a living  I will be happy.,75
11781,Singing/playing is my top priority.,50
11781,Singing/playing is very high on my priority list.,75
11781,I consider myself to be a religious or spiritual person.,50
11781,I regularly attend religious services.,75
11781,I believe that a higher power is looking out for me.,50
11781,I believe that things happen for a reason.,75
11781,I believe that I choose what happens in my own life.,50
11781,I believe that much of my life has already been decided for me.,75
11781,I have complete control over the course my musical career takes.,50
11781,I have too little control over the course my musical career takes.,75
11781,I like to be in control.,50
11781,I feel uncomfortable if I don't have enough control.,75
11781,I feel uncomfortable if I have too much control.,50
11781,I deal well with conflicts.,75
11781,I am a non-confrontational person.,50
11781,My family and friends come to support me in my performances.,75
11781,I have a good support system in my family and/or friends.,50
11781,My friends and family want me to succeed with my voice/instrument.,75
11781,My friends and family understand my performance anxiety fully.,50
11781,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11781,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11781,There is a person or there are people who care about me succeeding as much as I do.,75
11781,I have a plan for combating any performance anxiety I might experience.,50
11781,I have a method for coping with stress that works.,75
11781,I plan too much for myself.,50
11781,I am good about setting boundaries and not taking on too much.,75
11781,I have personally experienced performance anxiety in my life.,50
11781,I have personally experienced performance anxiety in the recent past.,75
11781,I used to get nervous  but don't tend to do that anymore.,50
11781,I am an introverted individual.,75
11781,I am an extroverted individual.,50
11781,I fear the future.,75
11781,I am a positive thinker.,50
11781,I'm often negative.,75
11781,Important people will be at my performances.,50
11781,I am embarrassed by my nervousness.,75
11781,My heart is races when I perform.,50
11781,I breathe faster than normal when I perform.,75
11781,I sweat because of anxiety when I perform.,50
11781,I get cold because of anxiety when I perform.,75
11781,I can't get motivated for performances.,50
11781,I am more critical of myself than usual when a performance is imminent.,75
11781,I have trouble staying focused when anticipating a performance.,50
11781,I make more mistakes than I should when anticipating a performance.,75
11781,I imagine the worst when anticipating a performance.,50
11781,My voice is affected by my nervousness during a performance.,75
11781,My teacher doesn't think I perform as well as I should.,50
11781,My peers don't think I perform as well as I should.,75
11781,My family/friends don't think I perform as well as I should.,50
11781,My romantic partner doesn't think I perform as well as I should.,75
11781,My stomach gets upset when I perform.,50
11781,I feel jittery when I perform.,75
11781,I feel uneasy when I perform.,50
11781,During performances I am concerned about the outcome of that performance.,75
11781,I have memory slips because of anxiety when I perform.,50
11781,I have trouble sleeping when anticipating a performance.,75
11781,My eating habits change because of anxiety when anticipating a performance.,50
11781,Anxiety affects the amount of practicing I do.,75
11781,Anxiety affects the quality of my practicing.,50
11781,My sleep habits are affected by anxiety.,75
11781,I become irritable because of anxiety.,50
11781,I drink more alcohol because of anxiety.,75
11781,I use recreational drugs because of anxiety.,50
11781,I procrastinate because of anxiety.,75
11781,My relationships are affected by my anxiety.,50
11781,My general activity level is affected by anxiety.,75
11781,My throat gets dry because of anxiety during performances.,50
11781,I often want to cancel or reschedule my performances because of anxiety.,75
11781,I'd rather be singing/playing in a practice room than in front of people.,50
11781,Nervousness is negatively affecting my musical progress.,75
11781,I am driven to do my best.,50
11781,My quality of performing/singing/playing is consistent.,75
11781,I start new projects with lots of energy.,50
11781,I fear success.,75
11781,I function well at a high energy level.,50
11781,I am able to quiet mental chatter.,75
11781,I frequently imagine the worst.,50
11781,I need to learn how to relax.,75
11781,No matter how much I prepare  something always goes wrong.,50
11782,My family believes in me and my vocal/instrumental ability.,0
11782,Staying focused during a performance can be a struggle.,50
11782,Those who know me would consider me to be a natural performer.,50
11782,I am content with the frequency of my dating.,75
11782,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,6
11782,I feel uncomfortable if I don't have enough control.,50
11782,I am good about setting boundaries and not taking on too much.,6
11782,I used to get nervous  but don't tend to do that anymore.,75
11782,I imagine the worst when anticipating a performance.,25
11782,I feel jittery when I perform.,75
11782,No matter how much I prepare  something always goes wrong.,50
11782,I have perfect/absolute pitch.,75
11782,I have strong relative pitch.,50
11782,I consider myself to be a good musician.,75
11782,I learn music easily.,50
11782,I memorize music easily.,75
11782,My voice/instrument teacher and I have a good relationship.,50
11782,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11782,I am critical of myself in my practicing.,50
11782,I tend to get sick near a performance.,75
11782,I am a generally healthy person.,50
11782,My diet is healthy.,75
11782,I get enough sleep on a regular basis.,50
11782,I exercise regularly.,75
11782,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11782,I deal with stress well.,75
11782,I am stressed more often than I should be.,50
11782,I am a generally anxious person.,75
11782,People who know me would say I am an anxious or stressed person.,50
11782,I feel like I belong at this school/in this career/avocation (related to music).,75
11782,I feel like I belong in my teacher's studio of students.,50
11782,I feel comfortable in my teacher's studio.,75
11782,I feel comfortable performing in front of my musical colleagues.,50
11782,My teacher believes in me and my vocal/instrumental ability.,75
11782,My family believes in me and my vocal/instrumental ability.,50
11782,I believe in myself and my vocal/instrumental ability.,75
11782,My teacher understands my musical goals.,50
11782,My teacher understands who I am as a person.,75
11782,I am a confident singer/player.,50
11782,I am a confident performer.,75
11782,I am easily distractible.,50
11782,I maintain my focus easily when singing/playing.,75
11782,I maintain my focus easily when practicing.,50
11782,I maintain my focus easily when performing.,75
11782,Staying focused during a performance can be a struggle.,50
11782,I believe I will have good audience turnout for my performances.,75
11782,As a child  I was a natural performer.,50
11782,I consider myself to be a natural performer.,75
11782,Those who know me would consider me to be a natural performer.,50
11782,I am sometimes down or depressed.,75
11782,I am often down or depressed.,50
11782,I like who I am as a person.,75
11782,I like who I am as a singer/player.,50
11782,I am a good singer/player.,75
11782,I am a physically attractive person.,50
11782,Others consider me to be a physically attractive person.,75
11782,I have a good relationship with my family.,50
11782,I have good relationships with my friends.,75
11782,If I am in one  I am happy in my romantic relationship.,50
11782,I am content with the frequency of my dating.,75
11782,I have a good relationship with my romantic partner.,50
11782,My romantic partner believes in me and my vocal/instrumental ability.,75
11782,My romantic partner understands my musical goals.,50
11782,My romantic partner understands who I am as a person.,75
11782,My romantic partner supports me in my performances.,50
11782,My romantic partner wants me to succeed with my voice/instrument.,75
11782,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11782,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11782,I sometimes have low self-esteem.,50
11782,I often have low self-esteem.,75
11782,I have other activities I take part in and enjoy besides singing/playing.,50
11782,A career as a professional musician is important to me.,75
11782,Performing music is very important to me.,50
11782,I prefer performances to auditions.,75
11782,Auditions make me nervous.,50
11782,I consider myself to be a perfectionist.,75
11782,Those who know me well would consider me to be a perfectionist.,50
11782,I am a competitive person by nature.,75
11782,I am a competitive person because of my musical/performance plans.,50
11782,I enjoy a challenge.,75
11782,I enjoy a competition.,50
11782,I tend to have anxiety about performances.,75
11782,I tend to have anxiety about auditions.,50
11782,My teacher understands my performance anxiety fully.,75
11782,My romantic partner understands my performance anxiety fully.,50
11782,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11782,I am disheartened by the odds for success as a singer/instrumentalist.,50
11782,I believe that  even if I don't sing/play for a living  I will be happy.,75
11782,Singing/playing is my top priority.,50
11782,Singing/playing is very high on my priority list.,75
11782,I consider myself to be a religious or spiritual person.,50
11782,I regularly attend religious services.,75
11782,I believe that a higher power is looking out for me.,50
11782,I believe that things happen for a reason.,75
11782,I believe that I choose what happens in my own life.,50
11782,I believe that much of my life has already been decided for me.,75
11782,I have complete control over the course my musical career takes.,50
11782,I have too little control over the course my musical career takes.,75
11782,I like to be in control.,50
11782,I feel uncomfortable if I don't have enough control.,75
11782,I feel uncomfortable if I have too much control.,50
11782,I deal well with conflicts.,75
11782,I am a non-confrontational person.,50
11782,My family and friends come to support me in my performances.,75
11782,I have a good support system in my family and/or friends.,50
11782,My friends and family want me to succeed with my voice/instrument.,75
11782,My friends and family understand my performance anxiety fully.,50
11782,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11782,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11782,There is a person or there are people who care about me succeeding as much as I do.,75
11782,I have a plan for combating any performance anxiety I might experience.,50
11782,I have a method for coping with stress that works.,75
11782,I plan too much for myself.,50
11782,I am good about setting boundaries and not taking on too much.,75
11782,I have personally experienced performance anxiety in my life.,50
11782,I have personally experienced performance anxiety in the recent past.,75
11782,I used to get nervous  but don't tend to do that anymore.,50
11782,I am an introverted individual.,75
11782,I am an extroverted individual.,50
11782,I fear the future.,75
11782,I am a positive thinker.,50
11782,I'm often negative.,75
11782,Important people will be at my performances.,50
11782,I am embarrassed by my nervousness.,75
11782,My heart is races when I perform.,50
11782,I breathe faster than normal when I perform.,75
11782,I sweat because of anxiety when I perform.,50
11782,I get cold because of anxiety when I perform.,75
11782,I can't get motivated for performances.,50
11782,I am more critical of myself than usual when a performance is imminent.,75
11782,I have trouble staying focused when anticipating a performance.,50
11782,I make more mistakes than I should when anticipating a performance.,75
11782,I imagine the worst when anticipating a performance.,50
11782,My voice is affected by my nervousness during a performance.,75
11782,My teacher doesn't think I perform as well as I should.,50
11782,My peers don't think I perform as well as I should.,75
11782,My family/friends don't think I perform as well as I should.,50
11782,My romantic partner doesn't think I perform as well as I should.,75
11782,My stomach gets upset when I perform.,50
11782,I feel jittery when I perform.,75
11782,I feel uneasy when I perform.,50
11782,During performances I am concerned about the outcome of that performance.,75
11782,I have memory slips because of anxiety when I perform.,50
11782,I have trouble sleeping when anticipating a performance.,75
11782,My eating habits change because of anxiety when anticipating a performance.,50
11782,Anxiety affects the amount of practicing I do.,75
11782,Anxiety affects the quality of my practicing.,50
11782,My sleep habits are affected by anxiety.,75
11782,I become irritable because of anxiety.,50
11782,I drink more alcohol because of anxiety.,75
11782,I use recreational drugs because of anxiety.,50
11782,I procrastinate because of anxiety.,75
11782,My relationships are affected by my anxiety.,50
11782,My general activity level is affected by anxiety.,75
11782,My throat gets dry because of anxiety during performances.,50
11782,I often want to cancel or reschedule my performances because of anxiety.,75
11782,I'd rather be singing/playing in a practice room than in front of people.,50
11782,Nervousness is negatively affecting my musical progress.,75
11782,I am driven to do my best.,50
11782,My quality of performing/singing/playing is consistent.,75
11782,I start new projects with lots of energy.,50
11782,I fear success.,75
11782,I function well at a high energy level.,50
11782,I am able to quiet mental chatter.,75
11782,I frequently imagine the worst.,50
11782,I need to learn how to relax.,75
11782,No matter how much I prepare  something always goes wrong.,50
11783,I memorize music easily.,100
11783,My voice/instrument teacher and I have a good relationship.,100
11783,I feel comfortable performing in front of my musical colleagues.,75
11783,My romantic partner understands my musical goals.,75
11783,My friends and family want me to succeed with my voice/instrument.,75
11783,There is a person or there are people who care about me succeeding as much as I do.,0
11783,I feel jittery when I perform.,50
11783,My throat gets dry because of anxiety during performances.,6
11783,I have perfect/absolute pitch.,75
11783,I have strong relative pitch.,50
11783,I consider myself to be a good musician.,75
11783,I learn music easily.,50
11783,I memorize music easily.,75
11783,My voice/instrument teacher and I have a good relationship.,50
11783,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11783,I am critical of myself in my practicing.,50
11783,I tend to get sick near a performance.,75
11783,I am a generally healthy person.,50
11783,My diet is healthy.,75
11783,I get enough sleep on a regular basis.,50
11783,I exercise regularly.,75
11783,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11783,I deal with stress well.,75
11783,I am stressed more often than I should be.,50
11783,I am a generally anxious person.,75
11783,People who know me would say I am an anxious or stressed person.,50
11783,I feel like I belong at this school/in this career/avocation (related to music).,75
11783,I feel like I belong in my teacher's studio of students.,50
11783,I feel comfortable in my teacher's studio.,75
11783,I feel comfortable performing in front of my musical colleagues.,50
11783,My teacher believes in me and my vocal/instrumental ability.,75
11783,My family believes in me and my vocal/instrumental ability.,50
11783,I believe in myself and my vocal/instrumental ability.,75
11783,My teacher understands my musical goals.,50
11783,My teacher understands who I am as a person.,75
11783,I am a confident singer/player.,50
11783,I am a confident performer.,75
11783,I am easily distractible.,50
11783,I maintain my focus easily when singing/playing.,75
11783,I maintain my focus easily when practicing.,50
11783,I maintain my focus easily when performing.,75
11783,Staying focused during a performance can be a struggle.,50
11783,I believe I will have good audience turnout for my performances.,75
11783,As a child  I was a natural performer.,50
11783,I consider myself to be a natural performer.,75
11783,Those who know me would consider me to be a natural performer.,50
11783,I am sometimes down or depressed.,75
11783,I am often down or depressed.,50
11783,I like who I am as a person.,75
11783,I like who I am as a singer/player.,50
11783,I am a good singer/player.,75
11783,I am a physically attractive person.,50
11783,Others consider me to be a physically attractive person.,75
11783,I have a good relationship with my family.,50
11783,I have good relationships with my friends.,75
11783,If I am in one  I am happy in my romantic relationship.,50
11783,I am content with the frequency of my dating.,75
11783,I have a good relationship with my romantic partner.,50
11783,My romantic partner believes in me and my vocal/instrumental ability.,75
11783,My romantic partner understands my musical goals.,50
11783,My romantic partner understands who I am as a person.,75
11783,My romantic partner supports me in my performances.,50
11783,My romantic partner wants me to succeed with my voice/instrument.,75
11783,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11783,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11783,I sometimes have low self-esteem.,50
11783,I often have low self-esteem.,75
11783,I have other activities I take part in and enjoy besides singing/playing.,50
11783,A career as a professional musician is important to me.,75
11783,Performing music is very important to me.,50
11783,I prefer performances to auditions.,75
11783,Auditions make me nervous.,50
11783,I consider myself to be a perfectionist.,75
11783,Those who know me well would consider me to be a perfectionist.,50
11783,I am a competitive person by nature.,75
11783,I am a competitive person because of my musical/performance plans.,50
11783,I enjoy a challenge.,75
11783,I enjoy a competition.,50
11783,I tend to have anxiety about performances.,75
11783,I tend to have anxiety about auditions.,50
11783,My teacher understands my performance anxiety fully.,75
11783,My romantic partner understands my performance anxiety fully.,50
11783,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11783,I am disheartened by the odds for success as a singer/instrumentalist.,50
11783,I believe that  even if I don't sing/play for a living  I will be happy.,75
11783,Singing/playing is my top priority.,50
11783,Singing/playing is very high on my priority list.,75
11783,I consider myself to be a religious or spiritual person.,50
11783,I regularly attend religious services.,75
11783,I believe that a higher power is looking out for me.,50
11783,I believe that things happen for a reason.,75
11783,I believe that I choose what happens in my own life.,50
11783,I believe that much of my life has already been decided for me.,75
11783,I have complete control over the course my musical career takes.,50
11783,I have too little control over the course my musical career takes.,75
11783,I like to be in control.,50
11783,I feel uncomfortable if I don't have enough control.,75
11783,I feel uncomfortable if I have too much control.,50
11783,I deal well with conflicts.,75
11783,I am a non-confrontational person.,50
11783,My family and friends come to support me in my performances.,75
11783,I have a good support system in my family and/or friends.,50
